Date,ABBN_BEstEBITDA,ABBN_BEstEPS,ABBN_BEstPERatio,ABBN_BidPrice,ABBN_CurrentMarketCap,ABBN_Dividend12MonthYldGross,ABBN_HighPrice,ABBN_LastPrice,ABBN_LowPrice,ABBN_Volume,ALC_BEstEBITDA,ALC_BEstEPS,ALC_BEstPERatio,ALC_BidPrice,ALC_CurrentMarketCap,ALC_Dividend12MonthYldGross,ALC_HighPrice,ALC_LastPrice,ALC_LowPrice,ALC_Volume,AMRZ_BEstEBITDA,AMRZ_BEstEPS,AMRZ_BEstPERatio,AMRZ_BidPrice,AMRZ_CurrentMarketCap,AMRZ_HighPrice,AMRZ_LastPrice,AMRZ_LowPrice,AMRZ_Volume,CFR_BEstEBITDA,CFR_BEstEPS,CFR_BidPrice,CFR_CurrentMarketCap,CFR_Dividend12MonthYldGross,CFR_HighPrice,CFR_LastPrice,CFR_LowPrice,CFR_Volume,GEBN_BEstEBITDA,GEBN_BEstEPS,GEBN_BEstPERatio,GEBN_BidPrice,GEBN_CurrentMarketCap,GEBN_Dividend12MonthYldGross,GEBN_HighPrice,GEBN_LastPrice,GEBN_LowPrice,GEBN_Volume,GIVN_BEstEBITDA,GIVN_BidPrice,GIVN_CurrentMarketCap,GIVN_Dividend12MonthYldGross,GIVN_HighPrice,GIVN_LastPrice,GIVN_LowPrice,GIVN_Volume,HOLN_BEstEBITDA,HOLN_BidPrice,HOLN_CurrentMarketCap,HOLN_Dividend12MonthYldGross,HOLN_HighPrice,HOLN_LastPrice,HOLN_LowPrice,HOLN_Volume,KNIN_BEstEBITDA,KNIN_BEstEPS,KNIN_BEstPERatio,KNIN_BidPrice,KNIN_CurrentMarketCap,KNIN_Dividend12MonthYldGross,KNIN_HighPrice,KNIN_LastPrice,KNIN_LowPrice,KNIN_Volume,LOGN_BEstEBITDA,LOGN_BEstEPS,LOGN_BEstPERatio,LOGN_BidPrice,LOGN_CurrentMarketCap,LOGN_Dividend12MonthYldGross,LOGN_HighPrice,LOGN_LastPrice,LOGN_LowPrice,LOGN_Volume,LONN_BEstEBITDA,LONN_BEstEPS,LONN_BEstPERatio,LONN_BidPrice,LONN_CurrentMarketCap,LONN_Dividend12MonthYldGross,LONN_HighPrice,LONN_LastPrice,LONN_LowPrice,LONN_Volume,NESN_BidPrice,NESN_CurrentMarketCap,NESN_Dividend12MonthYldGross,NESN_HighPrice,NESN_LastPrice,NESN_LowPrice,NESN_Volume,NOVN_BEstEBITDA,NOVN_BEstEPS,NOVN_BEstPERatio,NOVN_BidPrice,NOVN_CurrentMarketCap,NOVN_Dividend12MonthYldGross,NOVN_HighPrice,NOVN_LastPrice,NOVN_LowPrice,NOVN_Volume,PGHN_BEstEBITDA,PGHN_BEstEPS,PGHN_BEstPERatio,PGHN_BidPrice,PGHN_CurrentMarketCap,PGHN_Dividend12MonthYldGross,PGHN_HighPrice,PGHN_LastPrice,PGHN_LowPrice,PGHN_Volume,ROG_BidPrice,ROG_CurrentMarketCap,ROG_Dividend12MonthYldGross,ROG_HighPrice,ROG_LastPrice,ROG_LowPrice,ROG_Volume,SCMN_BEstEBITDA,SCMN_BEstEPS,SCMN_BEstPERatio,SCMN_BidPrice,SCMN_CurrentMarketCap,SCMN_Dividend12MonthYldGross,SCMN_HighPrice,SCMN_LastPrice,SCMN_LowPrice,SCMN_Volume,SIKA_BEstEBITDA,SIKA_BidPrice,SIKA_CurrentMarketCap,SIKA_Dividend12MonthYldGross,SIKA_HighPrice,SIKA_LastPrice,SIKA_LowPrice,SIKA_Volume,SLHN_BidPrice,SLHN_CurrentMarketCap,SLHN_Dividend12MonthYldGross,SLHN_HighPrice,SLHN_LastPrice,SLHN_LowPrice,SLHN_Volume,SREN_BEstEPS,SREN_BEstPERatio,SREN_BidPrice,SREN_CurrentMarketCap,SREN_Dividend12MonthYldGross,SREN_HighPrice,SREN_LastPrice,SREN_LowPrice,SREN_Volume,UBSG_BEstEBITDA,UBSG_BEstEPS,UBSG_BEstPERatio,UBSG_BidPrice,UBSG_CurrentMarketCap,UBSG_Dividend12MonthYldGross,UBSG_HighPrice,UBSG_LastPrice,UBSG_LowPrice,UBSG_Volume,ZURN_BEstEPS,ZURN_BEstPERatio,ZURN_BidPrice,ZURN_CurrentMarketCap,ZURN_Dividend12MonthYldGross,ZURN_HighPrice,ZURN_LastPrice,ZURN_LowPrice,ZURN_Volume,CPURNSA,DXY,ECCPEMUY,EURCHF,EURR002W,FDTR,GDBR10,GSWISS10,GSWISS20,MOVE,SZCPIYOY,USDCHF,USGG10YR,VIX,VSMIXUSEquity,XAU,XBTUSD
2020-03-16,,,,14.613,32869.1277,5.471,14.7963,14.6227,13.6099,21120636.0,,,,45.86,22423.9995,,46.55,45.885,41.315,4499201.0,,,,,,,,,,,,49.39,28365.48,4.0486,49.74,49.4,44.64,7950352.0,,,,386.8,14331.3281,2.7914,389.9,386.9,361.4,534600.0,,2701.0,24949.1494,2.2206,2725.0,2702.0,2505.0,91503.0,,16.298,19192.3495,12.2673,17.329,16.303,14.985,9862642.0,,,,127.2,15276.0,4.7133,128.45,127.3,119.25,738584.0,,,,33.2,5754.064,2.1961,33.4,33.24,28.67,3661101.0,,,,332.6,24775.7538,0.8266,332.7,332.7,301.0,1006576.0,89.95,267840.0,2.7222,90.0,90.0,83.37,19265543.0,,,,66.526,177396.4386,4.4344,68.307,66.526,61.692,15362623.0,,,,596.2,15939.9,3.6851,620.0,597.0,562.8,328349.0,292.65,251624.1023,2.9723,303.55,292.7,265.75,7422135.0,,,,480.3,24890.8336,4.5786,482.9,480.5,446.7,541826.0,,135.35,19204.2581,1.5135,137.25,135.45,125.1,1627353.0,288.8,9705.4817,5.7113,313.5,288.9,272.5,549791.0,,,60.2,19716.3113,9.2992,63.72,60.22,56.8,4688230.0,,,,7.456,28773.117,9.3884,7.738,7.456,7.002,52321746.0,,,269.6,40349.2849,7.0449,277.0,269.7,248.7,2088513.0,258.678,98.069,1.2,1.05864,0.0,0.25,-0.461,-0.397,-0.262,124.53,-0.1,0.947,0.7182,82.69,8.15,1514.1,4904.48
2020-03-17,,,,15.0037,33736.387,5.3303,15.24,15.0085,13.9185,12717206.0,,,,45.575,22284.72,,49.5,45.6,43.91,3857261.0,,,,,,,,,,,,51.16,29387.556,3.9078,51.82,51.18,47.4,5110070.0,,,,394.3,14605.4347,2.739,402.5,394.3,378.6,352315.0,,2807.0,25918.6759,2.1375,2832.0,2807.0,2662.0,98699.0,,16.466,19389.4468,12.1426,16.931,16.471,14.807,6357709.0,,,,132.9,15960.0,4.5113,134.45,133.0,125.7,695318.0,,,,34.54,5979.1027,2.1135,35.04,34.54,32.34,2596955.0,,,,330.8,24634.2632,0.8313,351.1,330.8,317.9,721235.0,93.83,279238.08,2.6111,95.7,93.83,88.11,15989679.0,,,,70.061,186874.0942,4.2095,70.487,70.08,63.957,13872443.0,,,,554.0,14791.8,3.9711,620.2,554.0,528.6,391300.0,299.2,256830.7598,2.9078,307.5,299.2,285.7,6217055.0,,,,527.2,27309.9843,4.173,533.2,527.2,484.2,727244.0,,143.4,20331.4183,1.4296,144.9,143.4,132.75,1286647.0,280.6,9430.0059,5.8782,302.3,280.7,261.5,479117.0,,,58.4,19126.9828,9.5858,63.24,58.42,54.32,5364480.0,,,,7.756,29946.2699,9.0206,7.972,7.76,7.006,41118894.0,,,277.6,41546.1491,6.8419,282.2,277.7,253.4,1713442.0,258.678,99.575,1.2,1.05701,0.0,0.25,-0.434,-0.446,-0.332,109.85,-0.1,0.9613,1.0784,75.91,8.14,1528.3,5469.8
2020-03-18,,,,14.5069,32619.7906,5.5128,14.7674,14.5117,14.1693,24042987.0,,,,44.24,21727.602,,44.785,44.46,41.26,5987083.0,,,,,,,,,,,,51.32,29467.944,3.8971,51.5,51.32,47.72,6870673.0,,,,401.1,14864.7247,2.6913,413.2,401.3,379.2,510296.0,,2895.0,26731.2315,2.0725,2913.0,2895.0,2732.0,113744.0,,15.173,17868.102,13.1765,16.078,15.179,14.87,8479217.0,,,,126.15,15144.0,4.7544,132.05,126.2,124.8,805223.0,,,,35.7,6188.5617,2.0419,35.82,35.75,32.65,2592709.0,,,,327.3,24381.0694,0.84,327.6,327.4,308.5,1146938.0,94.23,280428.48,2.6,97.58,94.23,89.88,20786777.0,,,,68.232,182021.5345,4.3217,69.359,68.26,65.881,13955466.0,,,,564.0,15058.8,3.9007,579.2,564.0,525.0,393517.0,290.2,249483.6955,2.9979,297.95,290.2,273.7,8524336.0,,,,523.0,27102.7766,4.2049,539.8,523.2,500.8,641376.0,,134.75,19112.1004,1.5208,147.0,134.8,129.65,2358137.0,275.4,9258.6734,5.9869,284.7,275.6,268.0,650333.0,,,54.68,17909.0373,10.2377,57.48,54.7,54.48,5890623.0,,,,7.764,29969.4242,9.0136,8.08,7.766,7.468,55299191.0,,,266.4,39930.3824,7.1188,287.5,266.9,262.0,2371793.0,258.678,101.16,1.2,1.05653,0.0,0.25,-0.235,-0.297,-0.15,124.14,-0.1,0.9683,1.1915,76.45,7.05,1486.05,5338.27
2020-03-19,,,,15.2303,34235.0611,5.2527,15.2593,15.2303,14.2851,19277862.0,,,,44.99,21991.5,,45.34,45.0,43.77,5553256.0,,,,,,,,,,,,52.26,30030.66,3.8241,52.76,52.3,48.43,6487050.0,,,,410.7,15212.9141,2.6297,410.9,410.7,386.4,432751.0,,3098.0,28624.1166,1.9355,3100.0,3100.0,2850.0,89640.0,,15.874,18687.2877,12.5989,15.916,15.874,15.032,7529939.0,,,,128.0,15360.0,4.6875,129.7,128.0,125.65,771410.0,,,,40.46,7003.8938,1.8042,41.93,40.46,37.25,5135946.0,,,,346.6,25810.8694,0.7934,347.3,346.6,326.8,779152.0,99.8,297004.8,2.4549,99.8,99.8,96.18,21082573.0,,,,71.729,191322.2739,4.1116,71.833,71.748,67.312,16722948.0,,,,583.0,15566.1,3.7736,594.0,583.0,560.0,330695.0,308.0,264328.4397,2.9216,310.9,308.05,283.4,8796594.0,,,,527.0,27299.624,4.1746,533.4,527.0,512.6,499413.0,,139.6,19792.6499,1.4685,142.75,139.6,133.75,1292005.0,286.8,9634.933,5.7531,290.3,286.8,268.7,642881.0,,,55.44,18164.413,10.0937,56.08,55.48,52.68,4572295.0,,,,8.366,32284.8574,8.3672,8.388,8.366,7.712,43818418.0,,,282.6,42279.2284,6.7233,282.6,282.6,262.6,1588188.0,258.678,102.755,1.2,1.05413,0.0,0.25,-0.193,-0.172,-0.003,141.13,-0.1,0.986,1.1404,72.0,7.82,1471.24,6254.32
2020-03-20,,,,15.4329,34690.3722,5.1837,16.2045,15.4329,15.4329,28818279.0,,,,43.44,21229.128,,45.99,43.44,43.01,8136257.0,,,,,,,,,,,,53.5,30731.184,3.7369,56.46,53.52,53.28,9354593.0,,,,411.7,15249.9555,2.6233,442.0,411.7,411.7,674568.0,,2916.0,26925.1368,2.0576,3181.0,2916.0,2916.0,141648.0,,16.712,19678.9334,11.964,18.292,16.717,16.419,11262925.0,,,,127.05,15264.0,4.717,134.25,127.2,126.2,1025654.0,,,,42.78,7410.6944,1.7052,43.97,42.81,40.5,4015218.0,,,,340.0,25319.3757,0.8088,366.6,340.0,340.0,1307040.0,97.97,291588.48,2.5005,101.86,97.98,96.02,24946529.0,,,,70.137,187025.7367,4.2061,75.672,70.137,69.814,20764109.0,,,,582.4,15550.08,3.7775,643.0,582.4,582.4,324339.0,292.7,251112.1023,3.0748,322.65,292.7,292.7,8476971.0,,,,518.2,26843.7669,4.2455,535.6,518.2,504.6,806551.0,,143.95,20409.398,1.4241,149.55,143.95,143.95,1862762.0,278.7,9362.8167,5.9203,314.4,278.7,277.1,958538.0,,,56.32,18439.4329,9.9432,61.14,56.32,56.32,7984306.0,,,,8.262,31883.5157,8.4725,9.0,8.262,8.188,63100506.0,,,284.3,42533.5621,6.6831,305.4,284.3,284.3,2779417.0,258.678,102.817,1.2,1.05469,0.0,0.25,-0.321,-0.305,-0.152,133.37,-0.1,0.9869,0.8454,66.04,7.4,1498.65,5971.92
2020-03-23,,,,14.3864,32359.6128,5.5571,15.2689,14.396,14.15,16694601.0,,,,38.855,18988.4385,,41.955,38.855,38.625,4487493.0,,,,,,,,,,,,51.22,29410.524,3.9047,53.42,51.22,50.72,4630766.0,,,,388.2,14379.482,2.7821,407.3,388.2,388.2,379430.0,,2872.0,26518.859,2.0891,2981.0,2872.0,2755.0,62401.0,,15.618,18385.4824,12.8057,16.528,15.618,15.487,5986898.0,,,,120.5,14460.0,4.9793,126.6,120.5,119.5,402048.0,,,,39.9,6910.4163,1.8286,42.2,39.92,39.43,2191690.0,,,,323.8,24112.9819,0.8493,342.7,323.8,322.6,625882.0,91.98,273732.48,2.6636,97.51,91.98,91.98,12227630.0,,,,66.364,176966.7849,4.4452,70.8,66.364,66.27,12076895.0,,,,569.4,15208.32,3.8624,589.6,569.6,545.8,218028.0,278.6,239317.9682,3.2304,293.75,278.6,277.25,4281883.0,,,,485.0,25123.9424,4.5361,509.8,485.0,485.0,615855.0,,137.75,19530.3548,1.4882,142.9,137.75,134.15,1215512.0,261.0,8768.1922,6.3218,277.4,261.0,256.3,594362.0,,,55.78,18269.1825,10.0358,57.78,55.8,54.1,3775531.0,,,,7.79,30062.0415,8.9859,8.512,7.79,7.79,45516917.0,,,271.0,40543.7753,7.0111,289.0,271.0,268.8,1434617.0,258.678,102.487,1.2,1.05626,0.0,0.25,-0.375,-0.344,-0.188,135.38,-0.1,0.9848,0.7863,61.59,7.03,1553.23,6414.54
2020-03-24,,,,15.9779,35926.2167,5.0054,15.9827,15.9827,14.7818,16414654.0,,,,43.58,21317.094,,43.62,43.62,40.31,4533142.0,,,,,,,,,,,,54.5,31293.9,3.6697,54.88,54.5,53.04,5362346.0,,,,430.6,15953.7426,2.5075,430.7,430.7,397.9,379108.0,,2990.0,27617.6557,2.006,3025.0,2991.0,2881.0,69013.0,,17.768,20916.9508,11.2559,17.805,17.768,16.283,5310070.0,,,,132.45,15894.0,4.53,133.1,132.45,122.7,482512.0,,,,40.6,7029.8598,1.7976,41.96,40.61,40.12,1968206.0,,,,356.2,26525.7695,0.772,356.2,356.2,333.7,666971.0,94.2,280368.96,2.6006,95.75,94.21,92.78,11555479.0,,,,68.762,183411.5907,4.289,68.942,68.781,67.227,11371630.0,,,,657.8,17563.26,3.3445,663.8,657.8,590.4,273872.0,291.35,250227.6426,3.0891,293.1,291.35,285.1,3395392.0,,,,516.8,26812.6857,4.2504,518.8,517.6,486.1,552404.0,,153.8,21805.9424,1.3329,154.55,153.8,142.05,1164050.0,302.5,10162.3683,5.4545,302.5,302.5,270.7,497068.0,,,65.1,21327.1424,8.5969,65.14,65.14,59.0,3856957.0,,,,8.766,33828.4796,7.9854,8.766,8.766,8.15,35921712.0,,,307.2,45959.5859,6.1849,307.2,307.2,283.2,1358130.0,258.678,102.039,1.2,1.0588,0.0,0.25,-0.322,-0.274,-0.106,111.09,-0.1,0.9815,0.8466,61.67,7.92,1632.32,6752.28
2020-03-25,,,,16.6965,37530.6464,4.7914,17.1884,16.6965,15.9248,17971859.0,,,,46.0,22480.2,,46.65,46.0,44.18,4527189.0,,,,,,,,,,,,55.04,31626.936,3.6311,56.18,55.08,52.98,4853601.0,,,,431.1,15972.2633,2.5046,448.5,431.2,415.1,290155.0,,2965.0,27405.2832,2.0216,3030.0,2968.0,2864.0,56481.0,,18.156,21372.7383,11.0159,19.134,18.156,17.151,4717413.0,,,,133.25,16008.0,4.4978,137.15,133.4,130.05,410645.0,,,,40.63,7033.322,1.7967,42.28,40.63,40.1,2069791.0,,,,380.9,28365.1476,0.722,387.6,380.9,359.5,639529.0,96.6,287511.36,2.536,96.75,96.61,93.96,12190408.0,,,,70.667,188441.0666,4.1745,72.231,70.667,68.146,10629719.0,,,,677.6,18091.92,3.2468,729.0,677.6,648.2,257067.0,295.3,254029.8934,3.0472,298.0,295.35,284.25,3760907.0,,,,510.4,26450.0721,4.3087,529.6,510.6,492.4,410946.0,,156.7,22217.1078,1.3082,161.3,156.7,151.1,1144239.0,319.7,10743.555,5.1595,335.9,319.8,302.0,592859.0,,,69.26,22702.2422,8.0761,72.56,69.34,65.64,4706034.0,,,,9.042,34916.7332,7.7365,9.414,9.048,8.586,47883315.0,,,329.7,49325.7665,5.7628,342.9,329.7,311.7,1737761.0,258.678,101.05,1.2,1.06315,0.0,0.25,-0.262,-0.22,-0.041,87.14,-0.1,0.9773,0.8673,63.95,8.53,1616.9,6598.56
2020-03-26,,,,17.7141,39818.0429,4.5162,17.7141,17.7141,16.3444,15560631.0,,,,46.34,22646.358,,46.66,46.34,45.455,3057311.0,,,,,,,,,,,,55.06,31649.904,3.6284,55.12,55.12,53.34,4940398.0,,,,445.3,16498.2516,2.4248,445.4,445.4,416.7,273332.0,,2974.0,27460.6848,2.0175,3006.0,2974.0,2894.0,60323.0,,18.867,22210.4019,10.6004,18.883,18.867,17.643,4870614.0,,,,136.2,16350.0,4.4037,136.5,136.25,129.8,297687.0,,,,40.24,6967.5415,1.8136,40.48,40.25,39.07,1628719.0,,,,392.7,29251.3258,0.7001,392.8,392.8,365.4,493007.0,98.61,293731.2,2.4823,98.7,98.7,94.37,10690032.0,,,,72.885,194405.6712,4.0464,72.904,72.904,69.634,7925054.0,,,,697.4,18620.58,3.1546,700.0,697.4,659.2,122359.0,297.35,255790.147,3.0262,297.45,297.4,287.7,3477067.0,,,,513.0,26605.4779,4.2835,513.6,513.6,495.1,307444.0,,161.1,22840.9449,1.2725,161.1,161.1,152.35,900296.0,327.8,11012.3118,5.0336,328.2,327.8,307.1,367962.0,,,71.36,23376.6959,7.8431,71.86,71.4,66.02,3021645.0,,,,9.534,36792.2341,7.3421,9.538,9.534,8.804,37574051.0,,,337.7,50567.5131,5.6213,338.8,338.0,320.3,1106723.0,258.678,99.352,1.2,1.06269,0.0,0.25,-0.361,-0.268,-0.072,88.48,-0.1,0.962,0.8447,61.0,9.11,1631.34,6744.69
2020-03-27,,,,17.0244,38289.4983,4.6965,17.3765,17.0341,16.6531,14513613.0,,,,45.1,22040.37,,45.64,45.1,44.42,2403368.0,,,,,,,,,,,,52.9,30375.18,3.7807,54.2,52.9,51.94,2948831.0,,,,425.5,15761.1272,2.5382,445.4,425.5,425.5,257687.0,,2865.0,26454.2239,2.164,2920.0,2865.0,2833.0,47003.0,,17.91,21089.411,11.1639,18.893,17.915,17.7,4411011.0,,,,131.65,15804.0,4.5558,133.85,131.7,130.45,306384.0,,,,39.43,6829.0562,1.8504,40.83,39.45,38.5,1530340.0,,,,381.8,28432.1695,0.7203,398.4,381.8,379.7,555626.0,97.44,289981.44,2.5144,98.34,97.44,95.79,9695418.0,,,,72.032,192080.4863,4.0954,72.212,72.032,70.137,9137917.0,,,,663.2,17707.44,3.3172,696.6,663.2,653.8,121984.0,296.65,255615.225,3.0339,298.4,296.65,290.3,2751213.0,,,,514.8,26678.0006,4.2718,518.4,515.0,500.0,267676.0,,156.85,22238.3749,1.307,160.75,156.85,153.55,679772.0,322.0,10817.4631,5.1242,326.2,322.0,315.8,320982.0,,,70.64,23140.9645,7.923,72.04,70.68,69.14,3271988.0,,,,9.068,35001.6324,7.7178,9.396,9.07,8.9,31029825.0,,,323.4,48383.2359,5.8751,337.4,323.4,317.4,1132189.0,258.678,98.365,1.2,1.05997,0.0,0.25,-0.474,-0.313,-0.115,88.33,-0.1,0.9517,0.6746,65.54,8.5,1628.16,6683.67
2020-03-30,,,,16.0406,36077.9871,4.9844,16.4457,16.0502,15.8187,13574777.0,,,,48.715,23816.7945,,48.735,48.735,45.305,3313190.0,,,,,,,,,,,,52.1,29915.82,3.8388,53.48,52.1,50.94,3333958.0,,,,424.0,15709.2692,2.5466,431.4,424.1,411.6,326739.0,,2974.0,27469.9184,2.084,2975.0,2975.0,2857.0,44997.0,,17.899,21095.5703,11.1606,18.177,17.92,17.031,4097360.0,,,,131.75,15834.0,4.5472,132.95,131.95,128.15,438060.0,,,,41.33,7154.4966,1.7663,41.5,41.33,39.28,1815072.0,,,,393.8,29325.7945,0.6983,397.8,393.8,380.2,418699.0,99.78,297004.8,2.4549,99.8,99.8,95.51,8150967.0,,,,73.738,196629.761,4.0006,74.155,73.738,71.378,8463617.0,,,,665.4,17776.86,3.3043,665.8,665.8,640.4,108049.0,308.8,265655.3618,2.9145,310.45,308.8,295.0,2660917.0,,,,536.0,27765.8414,4.1045,537.0,536.0,520.2,311835.0,,157.85,22394.3342,1.2979,159.9,157.95,153.3,498488.0,323.3,10864.4956,5.102,323.4,323.4,310.5,300974.0,,,70.28,23016.5507,7.9659,71.1,70.3,67.24,2491732.0,,,,9.062,34978.4781,7.7229,9.08,9.064,8.722,24611333.0,,,332.2,49729.7082,5.716,332.4,332.4,319.1,1034649.0,258.678,99.181,1.2,1.0587,0.0,0.25,-0.49,-0.362,-0.159,90.7,-0.1,0.9583,0.7264,57.08,8.53,1622.51,6477.56
2020-03-31,,,,16.4023,36869.3612,4.8774,16.5228,16.4023,15.9634,14556131.0,,,,49.33,24107.571,,50.18,49.33,47.69,3501917.0,,,,,,,,,,,,53.06,30467.052,3.7693,53.16,53.06,51.7,3586773.0,,,,426.0,15779.6479,2.5352,431.4,426.0,422.3,299041.0,,2993.0,27654.5901,2.0701,3015.0,2995.0,2929.0,53618.0,,18.501,21779.2515,10.8103,18.668,18.501,18.093,4729481.0,,,,132.65,15942.0,4.5164,133.6,132.85,129.45,510584.0,,,,41.84,7242.781,1.7447,42.94,41.84,41.46,1383809.0,,,,402.2,29951.3321,0.6837,404.2,402.2,395.8,496606.0,99.45,295963.2,2.4635,100.92,99.45,98.63,10503671.0,,,,75.662,201810.8794,3.8979,75.681,75.681,73.084,10262133.0,,,,669.0,17878.32,3.2855,690.6,669.6,664.6,117968.0,314.05,270271.8159,2.8658,317.95,314.05,310.5,3038096.0,,,,520.0,26947.3707,4.2291,539.6,520.2,514.8,330847.0,,159.8,22677.8965,1.2817,160.95,159.95,157.7,769144.0,329.3,11066.0632,5.0091,337.5,329.4,321.9,393805.0,,,74.56,24411.2947,7.5107,75.28,74.56,72.42,3648090.0,,,,9.046,34909.0151,7.7382,9.29,9.046,8.902,25522600.0,,,343.3,51375.3965,5.5329,347.4,343.4,336.6,1231893.0,258.115,99.048,0.7,1.06041,0.0,0.25,-0.471,-0.328,-0.126,83.87,-0.5,0.9611,0.6695,53.54,8.46,1577.18,6481.37
2020-04-01,,,,15.6885,35264.9315,5.0993,16.0261,15.6885,15.5631,11200140.0,,,,49.05,24029.379,,49.52,49.17,47.87,3297323.0,,,,,,,,,,,,50.38,28939.68,3.9683,51.8,50.4,50.28,2687777.0,,,,411.6,15261.0679,2.6214,418.9,412.0,405.3,401065.0,,2907.0,26851.2681,2.132,2945.0,2908.0,2871.0,49653.0,,18.077,21280.349,11.0637,18.255,18.077,17.768,3690011.0,,,,139.85,16782.0,4.2903,139.85,139.85,130.7,620441.0,,,,41.8,7235.8567,1.7464,42.21,41.8,40.65,1664977.0,,,,395.4,29444.9445,0.6955,399.8,395.4,386.1,452468.0,99.83,297123.84,2.4539,100.5,99.84,97.0,7100212.0,,,,74.781,199409.8733,3.9449,75.567,74.781,73.833,8180631.0,,,,654.8,17488.5,3.3588,666.4,655.0,647.6,109964.0,318.8,274248.9888,2.8231,319.8,318.8,307.0,2722687.0,,,,522.8,27082.0558,4.2081,527.0,522.8,511.0,329612.0,,156.25,22153.3063,1.312,158.3,156.25,153.6,634491.0,311.7,10471.4387,5.2936,325.0,311.7,311.7,327596.0,,,69.58,22780.8193,8.0483,73.0,69.58,69.3,3458832.0,,,,8.632,33311.3662,8.1094,8.8,8.632,8.62,23681550.0,,,330.1,49385.6097,5.7558,336.1,330.1,328.8,920466.0,258.115,99.673,0.7,1.05849,0.0,0.25,-0.458,-0.328,-0.134,83.13,-0.5,0.966,0.5832,57.06,7.9,1591.51,6351.21
2020-04-02,,,,15.8814,35698.5612,5.0373,16.1129,15.8814,15.5728,8520629.0,,,,47.56,23252.346,,49.34,47.58,46.36,2517569.0,,,,,,,,,,,,50.82,29180.844,3.9355,51.46,50.82,49.9,2291574.0,,,,412.7,15286.9969,2.6169,422.1,412.7,407.5,330220.0,,2984.0,27562.2542,2.0771,2996.0,2985.0,2878.0,45764.0,,18.056,21261.8711,11.0733,18.527,18.061,17.768,3130520.0,,,,135.9,16308.0,4.415,141.85,135.9,135.5,388681.0,,,,41.39,7164.883,1.7637,42.89,41.39,40.93,1620141.0,,,,391.3,29139.6227,0.7028,399.1,391.3,386.3,402530.0,100.98,300814.08,2.4238,101.38,101.08,99.17,6693526.0,,,,76.553,204161.338,3.8531,76.733,76.563,74.477,6399595.0,,,,644.8,17221.5,3.4109,671.4,645.0,640.4,110198.0,322.5,277404.9833,2.789,322.7,322.7,311.5,2385086.0,,,,530.0,27465.3902,4.1494,532.8,530.2,517.4,239708.0,,152.05,21564.9144,1.3478,157.6,152.1,150.1,661675.0,311.0,10451.2819,5.3038,321.5,311.1,308.6,287757.0,,,71.42,23409.4363,7.8322,72.96,71.5,70.3,2920945.0,,,,8.788,33913.3788,7.9654,8.998,8.788,8.578,21482451.0,,,333.2,49849.3946,5.7023,340.6,333.2,330.8,1236062.0,258.115,100.18,0.7,1.05719,0.0,0.25,-0.433,-0.353,-0.154,71.99,-0.5,0.974,0.597,50.91,8.05,1613.99,6749.37
2020-04-03,,,,15.6451,35167.3648,5.1134,16.0454,15.6451,15.6355,7113155.0,,,,48.38,23643.306,,49.02,48.38,47.95,1418807.0,,,,,,,,,,,,49.95,28687.032,4.0032,51.58,49.96,49.5,2485687.0,,,,401.9,14890.6537,2.8109,407.2,402.0,397.8,151984.0,,2995.0,27654.5901,2.0701,3019.0,2995.0,2958.0,27115.0,,17.957,21138.6853,11.1378,18.109,17.957,17.659,2279415.0,,,,134.0,16086.0,4.4759,137.65,134.05,131.85,368078.0,,,,42.09,7286.0576,1.7344,42.79,42.09,40.9,1321565.0,,,,401.7,29914.0977,0.6846,406.1,401.7,392.1,403624.0,102.3,304623.36,2.3935,103.1,102.36,100.7,5953148.0,,,,77.387,206360.1541,3.812,78.382,77.387,76.847,6030087.0,,,,650.2,17365.68,3.3825,656.8,650.4,641.2,88792.0,322.7,277660.9833,2.789,324.4,322.7,320.3,2036892.0,,,,531.4,27548.2733,4.1369,532.2,531.8,522.4,187929.0,,154.15,21862.6549,1.3294,154.95,154.2,151.7,501527.0,305.5,10266.5116,5.3992,313.8,305.6,304.1,227227.0,,,71.18,23304.6668,7.8674,72.52,71.18,70.52,2137660.0,,,,8.65,33403.9835,8.0869,8.85,8.656,8.6,21535227.0,,,303.2,45619.5226,6.5963,320.8,303.2,300.6,1968127.0,258.115,100.576,0.7,1.0562,0.0,0.25,-0.441,-0.307,-0.111,65.01,-0.5,0.9773,0.5948,46.8,7.68,1620.81,6703.55
